epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,3534.44,0.63371,0.54424,1.04424,0.79921,0.74928,0.8385,0.65591,0.84533,0.81637,1.28442,0.000289884,0.000289884,0.000289884
32,3649.75,0.61125,0.51306,1.02916,0.82381,0.80442,0.84977,0.68662,0.90531,0.92194,1.30458,0.000275747,0.000275747,0.000275747
33,3766.68,0.60058,0.52024,1.0251,0.83459,0.76848,0.86074,0.65868,0.89968,0.81251,1.33966,0.00026161,0.00026161,0.00026161
34,3884.3,0.59243,0.50786,1.02647,0.86882,0.80218,0.86688,0.67075,0.91353,0.82065,1.33783,0.000247472,0.000247472,0.000247472
35,4003.34,0.58532,0.47115,1.01488,0.89617,0.8604,0.92559,0.72143,0.85559,0.70724,1.28333,0.000233335,0.000233335,0.000233335
36,4119.08,0.56683,0.45543,1.01523,0.88645,0.77584,0.89288,0.71607,0.84296,0.7859,1.26267,0.000219198,0.000219198,0.000219198
37,4235.89,0.56039,0.44475,1.00496,0.94002,0.81711,0.89758,0.73118,0.84444,0.62906,1.26658,0.000205061,0.000205061,0.000205061
38,4360.9,0.56194,0.46362,1.01622,0.94714,0.84275,0.92388,0.73787,0.83228,0.67877,1.24136,0.000190924,0.000190924,0.000190924
39,4478.89,0.53427,0.42742,0.99443,0.87993,0.8131,0.87676,0.6977,0.9162,0.76155,1.32061,0.000176786,0.000176786,0.000176786
40,4597.28,0.55936,0.4479,1.0061,0.89475,0.86393,0.91464,0.72659,0.84277,0.67333,1.25675,0.000162649,0.000162649,0.000162649
41,4709.28,0.45536,0.33383,0.97268,0.92746,0.81196,0.9011,0.72217,0.80535,0.63887,1.24694,0.000148512,0.000148512,0.000148512
42,4820.38,0.44489,0.31148,0.97454,0.91459,0.78791,0.90147,0.71818,0.81314,0.66428,1.26098,0.000134375,0.000134375,0.000134375
43,4931.82,0.42425,0.29843,0.95561,0.9185,0.80215,0.91234,0.71706,0.82617,0.67701,1.28158,0.000120238,0.000120238,0.000120238
44,5045.51,0.40823,0.27763,0.94375,0.86566,0.85548,0.90299,0.70497,0.84525,0.7426,1.30542,0.0001061,0.0001061,0.0001061
45,5159.27,0.39245,0.27963,0.93912,0.90199,0.86327,0.89857,0.70589,0.8368,0.70331,1.29931,9.19632e-05,9.19632e-05,9.19632e-05
46,5246.37,0.38985,0.261,0.93095,0.85745,0.81928,0.88384,0.70416,0.8251,0.70336,1.286,7.7826e-05,7.7826e-05,7.7826e-05
47,5334.96,0.37234,0.25611,0.92342,0.86537,0.89383,0.89485,0.71302,0.82672,0.65883,1.28338,6.36888e-05,6.36888e-05,6.36888e-05
48,5428.17,0.36989,0.24848,0.92428,0.90457,0.89587,0.90797,0.7309,0.8083,0.67967,1.27329,4.95516e-05,4.95516e-05,4.95516e-05
49,5531.74,0.35694,0.23821,0.91598,0.87426,0.86768,0.89573,0.72334,0.82135,0.70609,1.28359,3.54144e-05,3.54144e-05,3.54144e-05
50,5636.74,0.34997,0.24775,0.91614,0.85585,0.89128,0.89953,0.72683,0.82858,0.6859,1.28839,2.12772e-05,2.12772e-05,2.12772e-05
