epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,1829.08,0.52913,0.51298,0.97164,0.80154,0.65231,0.729,0.57745,0.99539,1.22876,1.2664,0.00036057,0.00036057,0.00036057
52,1857.82,0.50895,0.4969,0.96048,0.77418,0.6648,0.75676,0.58883,1.00695,1.23472,1.29511,0.000353501,0.000353501,0.000353501
53,1886.61,0.52342,0.50744,0.989,0.80656,0.60343,0.74634,0.5986,1.01705,1.28756,1.23747,0.000346433,0.000346433,0.000346433
54,1916.29,0.48819,0.47768,0.96202,0.81194,0.62734,0.74115,0.58819,0.94967,1.19383,1.21774,0.000339364,0.000339364,0.000339364
55,1945.19,0.50939,0.47819,0.96577,0.7259,0.63742,0.67644,0.52654,1.00131,1.30857,1.26408,0.000332296,0.000332296,0.000332296
56,1974.08,0.49945,0.46963,0.96059,0.70953,0.62166,0.70245,0.54879,0.97293,1.22121,1.22591,0.000325227,0.000325227,0.000325227
57,2002.83,0.50536,0.50922,0.96643,0.70111,0.63135,0.69626,0.55459,0.98449,1.32564,1.21642,0.000318158,0.000318158,0.000318158
58,2031.51,0.51315,0.50459,0.97301,0.82207,0.60946,0.71922,0.5743,1.01748,1.32036,1.23205,0.00031109,0.00031109,0.00031109
59,2068.01,0.47826,0.4587,0.95082,0.87005,0.61197,0.71297,0.58488,0.93258,1.201,1.21829,0.000304021,0.000304021,0.000304021
60,2101.53,0.47017,0.45054,0.9477,0.79705,0.61371,0.68829,0.56427,0.94426,1.27377,1.23311,0.000296953,0.000296953,0.000296953
61,2132.96,0.47022,0.46725,0.94595,0.85338,0.66434,0.76723,0.6119,0.9514,1.13981,1.24319,0.000289884,0.000289884,0.000289884
62,2163.69,0.46082,0.42001,0.93913,0.80163,0.64262,0.77801,0.61981,0.98798,1.12209,1.27035,0.000282815,0.000282815,0.000282815
63,2203.08,0.45292,0.43706,0.93932,0.78481,0.61191,0.70969,0.55228,1.01864,1.1869,1.26956,0.000275747,0.000275747,0.000275747
64,2234.19,0.46732,0.44128,0.94964,0.79826,0.61263,0.74632,0.58055,1.01808,1.32688,1.28733,0.000268678,0.000268678,0.000268678
65,2266.6,0.43535,0.41147,0.92941,0.79612,0.61195,0.72547,0.57346,1.00509,1.47933,1.27152,0.00026161,0.00026161,0.00026161
66,2296.42,0.47091,0.43664,0.94527,0.80101,0.59299,0.67925,0.53935,0.98137,1.54189,1.24854,0.000254541,0.000254541,0.000254541
67,2327.51,0.44486,0.399,0.94218,0.8031,0.58168,0.71162,0.5797,0.93473,1.37073,1.2218,0.000247472,0.000247472,0.000247472
68,2356.95,0.43461,0.41113,0.94823,0.76759,0.62312,0.77578,0.62523,0.9629,1.20337,1.21809,0.000240404,0.000240404,0.000240404
69,2385.99,0.42523,0.40474,0.94282,0.75067,0.64441,0.76371,0.61006,0.93385,1.19049,1.19719,0.000233335,0.000233335,0.000233335
70,2413.14,0.43592,0.37542,0.93098,0.79042,0.63974,0.72589,0.58377,0.93898,1.25985,1.20897,0.000226267,0.000226267,0.000226267
71,2437.68,0.46273,0.41593,0.95049,0.80792,0.64361,0.75075,0.59389,0.97118,1.18472,1.24456,0.000219198,0.000219198,0.000219198
72,2462.11,0.43229,0.39377,0.93397,0.8608,0.61363,0.75752,0.58968,0.96203,1.14548,1.24471,0.000212129,0.000212129,0.000212129
73,2486.6,0.42907,0.42448,0.94164,0.88018,0.59875,0.75657,0.60122,0.98336,1.16404,1.24432,0.000205061,0.000205061,0.000205061
74,2511.14,0.4431,0.42806,0.94499,0.82189,0.59026,0.7442,0.59502,0.98432,1.29567,1.2412,0.000197992,0.000197992,0.000197992
75,2536.8,0.40454,0.37507,0.91753,0.76277,0.60578,0.70108,0.56537,0.98227,1.40745,1.25603,0.000190924,0.000190924,0.000190924
76,3169.12,0.40518,0.39477,0.92673,0.78669,0.61627,0.72402,0.58574,0.93882,1.36492,1.24253,0.000183855,0.000183855,0.000183855
77,3194.7,0.39549,0.36625,0.9216,0.84039,0.60912,0.73038,0.59046,0.90242,1.28707,1.22066,0.000176786,0.000176786,0.000176786
78,3219.52,0.38951,0.38149,0.92771,0.85801,0.61413,0.74683,0.60783,0.91679,1.26231,1.22193,0.000169718,0.000169718,0.000169718
79,3245.11,0.39837,0.3796,0.92396,0.86037,0.63554,0.75069,0.60173,0.93862,1.15436,1.23672,0.000162649,0.000162649,0.000162649
80,3269.79,0.3713,0.35416,0.91316,0.83943,0.63815,0.75886,0.60865,0.9467,1.14048,1.22246,0.000155581,0.000155581,0.000155581
81,3294.29,0.37266,0.33907,0.90637,0.83564,0.6101,0.76747,0.6281,0.94382,1.13462,1.19305,0.000148512,0.000148512,0.000148512
82,3318.78,0.38817,0.37879,0.92602,0.86112,0.63453,0.78222,0.64071,0.93006,1.05097,1.18305,0.000141443,0.000141443,0.000141443
83,3343.37,0.37671,0.35657,0.92292,0.89992,0.61873,0.7849,0.62248,0.94757,1.08297,1.20536,0.000134375,0.000134375,0.000134375
84,3367.73,0.36694,0.34137,0.92299,0.89596,0.61766,0.77806,0.62638,0.9333,1.07891,1.20327,0.000127306,0.000127306,0.000127306
85,3392.02,0.39125,0.36306,0.91699,0.88411,0.61884,0.78042,0.6135,0.95464,1.0616,1.21682,0.000120238,0.000120238,0.000120238
86,3416.6,0.37928,0.36596,0.92858,0.87959,0.61154,0.7879,0.62316,0.95539,1.06245,1.20915,0.000113169,0.000113169,0.000113169
87,3441.06,0.36499,0.34997,0.91762,0.81877,0.64587,0.78291,0.62366,0.94842,1.10471,1.20499,0.0001061,0.0001061,0.0001061
88,3466.81,0.36486,0.32516,0.91262,0.80788,0.64496,0.76826,0.61952,0.95195,1.14877,1.20476,9.90318e-05,9.90318e-05,9.90318e-05
89,3493.23,0.34715,0.3408,0.90156,0.80402,0.63903,0.75848,0.62064,0.9438,1.15219,1.2062,9.19632e-05,9.19632e-05,9.19632e-05
90,3518.46,0.35786,0.31359,0.91027,0.79916,0.62373,0.75658,0.61712,0.93742,1.16489,1.19604,8.48946e-05,8.48946e-05,8.48946e-05
91,3543.88,0.27852,0.26237,0.85023,0.837,0.62182,0.76165,0.61667,0.94643,1.14566,1.19973,7.7826e-05,7.7826e-05,7.7826e-05
92,3568.95,0.27008,0.2379,0.83578,0.87771,0.62424,0.75728,0.61235,0.94743,1.12498,1.19089,7.07574e-05,7.07574e-05,7.07574e-05
93,3594.39,0.25287,0.22333,0.83822,0.87677,0.62328,0.75773,0.60656,0.92669,1.13362,1.18058,6.36888e-05,6.36888e-05,6.36888e-05
94,3619.55,0.24942,0.21085,0.81912,0.87459,0.63782,0.75496,0.59389,0.91939,1.17382,1.18464,5.66202e-05,5.66202e-05,5.66202e-05
95,3644.72,0.25364,0.22217,0.83986,0.79011,0.66376,0.74148,0.58366,0.91613,1.20559,1.18622,4.95516e-05,4.95516e-05,4.95516e-05
96,3669.98,0.23997,0.21677,0.84025,0.78275,0.66832,0.74679,0.58546,0.9194,1.19904,1.19434,4.2483e-05,4.2483e-05,4.2483e-05
97,3695.15,0.24188,0.20989,0.84319,0.78211,0.6638,0.72503,0.57227,0.92726,1.2174,1.19531,3.54144e-05,3.54144e-05,3.54144e-05
98,3720.39,0.24193,0.20299,0.84059,0.79214,0.65756,0.71531,0.56436,0.93093,1.22322,1.1982,2.83458e-05,2.83458e-05,2.83458e-05
99,3745.5,0.22741,0.20261,0.83546,0.81926,0.6556,0.71109,0.56943,0.92211,1.20001,1.19469,2.12772e-05,2.12772e-05,2.12772e-05
100,3771.27,0.22592,0.20087,0.83768,0.83421,0.64229,0.71165,0.57182,0.91293,1.19901,1.18926,1.42086e-05,1.42086e-05,1.42086e-05
