epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1655.19,0.82908,0.87074,1.15195,0.69034,0.74085,0.78776,0.59365,0.95683,1.03027,1.34848,0.000516079,0.000516079,0.000516079
16,1764.84,0.79796,0.80975,1.13093,0.76041,0.74886,0.84989,0.64406,0.92474,0.95193,1.37019,0.000501942,0.000501942,0.000501942
17,1874.52,0.79035,0.77548,1.12392,0.66598,0.7343,0.7953,0.59803,0.90587,1.09507,1.32288,0.000487805,0.000487805,0.000487805
18,1983.76,0.76387,0.74226,1.12382,0.70116,0.77561,0.77582,0.58054,0.92764,1.14235,1.39763,0.000473668,0.000473668,0.000473668
19,2093.24,0.75178,0.73017,1.11221,0.77403,0.84917,0.85806,0.66845,0.91412,0.7574,1.33007,0.00045953,0.00045953,0.00045953
20,2203.27,0.73221,0.69981,1.09341,0.82291,0.76268,0.8732,0.6977,0.86079,0.75077,1.27943,0.000445393,0.000445393,0.000445393
21,2314.25,0.72121,0.67942,1.09246,0.80218,0.76376,0.85688,0.63879,0.8909,0.92514,1.32831,0.000431256,0.000431256,0.000431256
22,2429.59,0.72839,0.73028,1.10005,0.8262,0.69505,0.79576,0.60488,0.87371,0.94119,1.29407,0.000417119,0.000417119,0.000417119
23,2545.48,0.71829,0.69966,1.09453,0.7835,0.86528,0.86299,0.67562,0.85262,0.83377,1.28666,0.000402982,0.000402982,0.000402982
24,2654.78,0.71215,0.65433,1.08263,0.84798,0.76144,0.88885,0.68893,0.88265,0.91097,1.26552,0.000388844,0.000388844,0.000388844
25,2764.21,0.7116,0.65183,1.09643,0.85841,0.71635,0.8566,0.67578,0.84423,0.80911,1.26008,0.000374707,0.000374707,0.000374707
26,2873.58,0.68188,0.61085,1.07184,0.87672,0.7599,0.89782,0.70077,0.9244,0.76004,1.3201,0.00036057,0.00036057,0.00036057
27,2983.47,0.66704,0.58357,1.06371,0.75822,0.85637,0.88305,0.70111,0.81919,0.7692,1.23239,0.000346433,0.000346433,0.000346433
28,3093.02,0.67155,0.59106,1.06294,0.81321,0.74054,0.85715,0.67223,0.90207,0.8333,1.30679,0.000332296,0.000332296,0.000332296
29,3202.69,0.64166,0.57825,1.05107,0.78934,0.88337,0.89715,0.68292,0.93202,0.78926,1.35681,0.000318158,0.000318158,0.000318158
30,3312.14,0.64489,0.54447,1.0596,0.87994,0.84,0.92294,0.71351,0.89385,0.76941,1.31464,0.000304021,0.000304021,0.000304021
31,3421.69,0.63177,0.53938,1.04253,0.89531,0.76122,0.89555,0.70922,0.83895,0.79931,1.29116,0.000289884,0.000289884,0.000289884
32,3531.3,0.60275,0.51182,1.02841,0.81896,0.772,0.82314,0.67131,0.86071,0.9301,1.28992,0.000275747,0.000275747,0.000275747
33,3640.74,0.6055,0.51411,1.02476,0.76997,0.76384,0.85789,0.67878,0.87063,0.84062,1.30019,0.00026161,0.00026161,0.00026161
34,3750.04,0.57731,0.50216,1.01662,0.74481,0.8015,0.86191,0.67142,0.8537,0.84164,1.28849,0.000247472,0.000247472,0.000247472
35,3859.52,0.56941,0.48904,1.0146,0.85985,0.76651,0.88042,0.71988,0.81387,0.7563,1.2337,0.000233335,0.000233335,0.000233335
36,3969.05,0.56279,0.46836,1.02155,0.74562,0.82486,0.87976,0.6927,0.86807,0.74398,1.29126,0.000219198,0.000219198,0.000219198
37,4078.49,0.5587,0.46058,0.99995,0.84923,0.71507,0.85976,0.66993,0.86857,0.82544,1.29813,0.000205061,0.000205061,0.000205061
38,4188.06,0.56175,0.46869,1.01402,0.81646,0.77252,0.88049,0.70477,0.8468,0.7667,1.27871,0.000190924,0.000190924,0.000190924
39,4297.44,0.54854,0.44078,1.00275,0.89321,0.78274,0.86141,0.66333,0.8564,0.76673,1.28022,0.000176786,0.000176786,0.000176786
40,4406.7,0.56722,0.46185,1.01667,0.85107,0.79339,0.87415,0.69198,0.82923,0.68715,1.25913,0.000162649,0.000162649,0.000162649
41,4515.26,0.46268,0.32709,0.98071,0.86354,0.76442,0.89456,0.70142,0.84327,0.71241,1.28109,0.000148512,0.000148512,0.000148512
42,4623.73,0.44897,0.30698,0.9811,0.86316,0.78572,0.89163,0.70886,0.82208,0.69783,1.26707,0.000134375,0.000134375,0.000134375
43,4732.54,0.45179,0.30562,0.97556,0.93661,0.80136,0.90854,0.72825,0.82106,0.67057,1.28356,0.000120238,0.000120238,0.000120238
44,4840.9,0.41382,0.2834,0.93838,0.88594,0.82015,0.88645,0.71301,0.84656,0.71786,1.3052,0.0001061,0.0001061,0.0001061
45,4949.52,0.39816,0.27377,0.93796,0.87698,0.82928,0.88726,0.70387,0.82241,0.65632,1.2878,9.19632e-05,9.19632e-05,9.19632e-05
46,5057.79,0.38383,0.26292,0.9275,0.8071,0.8792,0.90066,0.72491,0.82759,0.63679,1.28137,7.7826e-05,7.7826e-05,7.7826e-05
47,5166.48,0.37306,0.25707,0.91931,0.8268,0.81625,0.90692,0.73696,0.82409,0.64812,1.27143,6.36888e-05,6.36888e-05,6.36888e-05
48,5275.43,0.36799,0.2447,0.92237,0.85297,0.82472,0.89873,0.73018,0.81135,0.67089,1.26655,4.95516e-05,4.95516e-05,4.95516e-05
49,5384.23,0.36459,0.24761,0.91643,0.82011,0.83789,0.89147,0.72375,0.80911,0.6676,1.26792,3.54144e-05,3.54144e-05,3.54144e-05
50,5492.22,0.36284,0.25519,0.93132,0.82609,0.8541,0.90241,0.72519,0.8005,0.65333,1.26229,2.12772e-05,2.12772e-05,2.12772e-05
